FN,FP,MSE,TN,TP,sr
32.7,6.4,0.00531764234727741,370.6,3.3,101
13.4,8.8,0.0026709469204743074,368.2,22.6,201
10.7,5.9,0.002142507794218806,371.1,25.3,301
7.6,8.8,0.002187305111034368,368.2,28.4,401
5.3,10.6,0.003393665646345014,366.4,30.7,501
7.2,6.8,0.0023897459052983276,370.2,28.8,601
9.3,7.5,0.0018774225870488766,369.5,26.7,701
8.1,7.3,0.00199284957009593,369.7,27.9,801
7.9,6.4,0.0012515970821653608,370.6,28.1,901
6.6,8.6,0.001902364759730132,368.4,29.4,1001
6.7,5.1,0.0019332851042466223,371.9,29.3,1101
7.8,5.5,0.0013162189343339016,371.5,28.2,1201
8.1,3.7,0.0025407238289627517,373.3,27.9,1301
8.1,4.9,0.001583810883482631,372.1,27.9,1401
8.4,4.6,0.0019898892708565398,372.4,27.6,1501
6.9,4.7,0.0012491178954224115,372.3,29.1,1601
6.6,3.6,0.0015492901335256493,373.4,29.4,1701
6.8,5.1,0.002004873867552349,371.9,29.2,1801
8.3,4.5,0.0012876163169921605,372.5,27.7,1901
5.7,4.8,0.0010329942071848946,372.2,30.3,2001
6.2,4.6,0.000999383535335083,372.4,29.8,2101
9.0,4.5,0.001879056432044913,372.5,27.0,2201
5.8,3.3,0.0011089882578533734,373.7,30.2,2301
5.3,5.5,0.0009497667471399915,371.5,30.7,2401
5.8,4.2,0.0018732858471296574,372.8,30.2,2501
6.3,3.4,0.0018497202964543452,373.6,29.7,2601
5.0,5.5,0.0012119721108968255,371.5,31.0,2701
6.8,5.4,0.0012871178912601047,371.6,29.2,2801
4.6,5.2,0.001041903343169903,371.8,31.4,2901
5.4,5.6,0.001809024811952526,371.4,30.6,3001
6.0,4.2,0.0010301410373454493,372.8,30.0,3101
6.9,4.5,0.0017338370486552682,372.5,29.1,3201
5.8,4.8,0.0016035365449437306,372.8,29.6,3301
6.0,5.6,0.0015515026111855082,371.4,30.0,3401
5.0,4.2,0.0007374317756846182,372.8,31.0,3501
5.1,3.2,0.0007274813822700475,374.8,29.9,3601
4.8,3.6,0.0010414205705318383,373.4,31.2,3701
